gender,2. Current Level of Study,department,cgpa_range,parent_edu,financial_challenge,tech_access,infra_disruption,lecture_attendance,assignment_submission,study_hours,study_schedule,procrastination,peer_academic_focus,course_difficulty,distraction,stress_anxiety,missed_assessments,carryover_courses,academic_probation,considered_withdrawal,self_perf_rating,part_time_work,"24. If yes, approximately how many hours do you work per week?",extracurricular,willing_intervention,gender_code,cgpa_mid,financial_challenge_num,tech_access_num,infra_disruption_num,lecture_attendance_num,assignment_submission_num,procrastination_num,peer_academic_focus_num,course_difficulty_num,distraction_num,stress_anxiety_num,missed_assessments_num,study_hours_num,study_schedule_num,carryover_num,self_perf_num,parent_edu_bin,academic_probation_bin,considered_withdrawal_bin,part_time_work_bin,extracurricular_bin,willing_intervention_bin,faculty_code,risk_tier,work_hours_num,attendance_norm,submission_norm,study_hours_norm,schedule_norm,missed_norm,academic_engagement_score,financial_stress,tech_stress,infra_stress,work_stress,socioeconomic_stress,procrastination_risk,distraction_risk,stress_risk,behavioral_risk_score
Male,200 Level,MICROBIOLOGY,4.50 – 5.00,No,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,5 – 6 hours,Often,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,,No,No,Good,No,Not Applicable,Yes,Yes,1,4.75,2,5,1,5,5,5,5,4,3,3,1,,4,0.0,3,0,0,0,0,1,1,1,0,0.0,1.0,1.0,,0.8,0.8,0.8999999999999999,0.4,0.0,0.2,0.0,0.15000000000000002,1.0,0.6,0.6,0.7333333333333334
Male,300 Level,Mathematics,2.40 – 3.49,No,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,3 – 4 hours,Often,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Neutral,1 – 2,No,No,Good,No,Not Applicable,No,No,1,2.95,4,1,3,5,5,1,1,4,4,2,3,,4,0.0,3,0,0,0,0,0,0,1,1,0.0,1.0,1.0,,0.8,0.4,0.7999999999999999,0.8,0.8,0.6,0.0,0.55,0.2,0.8,0.4,0.4666666666666666
Male,400 Level,emt,2.40 – 3.49,Yes,Agree,Disagree,Agree,Agree,Strongly Agree,1 – 2 hours,Sometimes,Disagree,Agree,Neutral,Agree,Neutral,Strongly Disagree,1 – 2,No,No,Poor,No,Not Applicable,Yes,Yes,1,2.95,4,2,4,4,5,2,4,3,4,3,1,,3,0.0,1,1,0,0,0,1,1,5,1,0.0,0.8,1.0,,0.6,0.8,0.8,0.8,0.6,0.8,0.0,0.55,0.4,0.8,0.6,0.6000000000000001
Female,200 Level,WMA,4.50 – 5.00,Yes,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,5 – 6 hours,Often,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,1 – 2,No,No,Excellent,No,Not Applicable,Yes,No,0,4.75,3,5,3,1,4,2,3,3,3,3,5,,4,0.0,5,1,0,0,0,1,0,8,0,0.0,0.2,0.8,,0.8,0.0,0.45,0.6,0.0,0.6,0.0,0.3,0.4,0.6,0.6,0.5333333333333333
Female,200 Level,Computer Science,3.50 – 4.49,No,Neutral,Strongly Agree,Neutral,Neutral,Disagree,3 – 4 hours,Often,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,,Yes,No,Excellent,No,Not Applicable,No,Yes,0,4.0,3,5,3,3,2,5,4,3,3,1,5,,4,0.0,5,0,1,0,0,0,1,2,2,0.0,0.6,0.4,,0.8,0.0,0.45,0.6,0.0,0.6,0.0,0.3,1.0,0.6,0.2,0.6
Male,200 Level,Physics,4.50 – 5.00,Yes,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,3 – 4 hours,Often,Disagree,Disagree,Disagree,Neutral,Agree,Agree,,No,No,Excellent,No,Not Applicable,Yes,Yes,1,4.75,5,5,4,5,5,2,2,2,3,4,4,,4,0.0,5,1,0,0,0,1,1,8,0,0.0,1.0,1.0,,0.8,0.19999999999999996,0.75,1.0,0.0,0.8,0.0,0.45,0.4,0.6,0.8,0.6
Male,200 Level,Physics,2.40 – 3.49,Yes,Strongly Agree,Agree,Neutral,Agree,Agree,1 – 2 hours,Sometimes,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,More than 4,No,No,Good,Yes,5 – 10 hours,No,Yes,1,2.95,5,4,3,4,4,4,3,5,4,2,3,,3,5.0,3,1,0,0,1,0,1,8,2,0.0,0.8,0.8,,0.6,0.4,0.65,1.0,0.19999999999999996,0.6,0.0,0.44999999999999996,0.8,0.8,0.4,0.6666666666666666
Female,300 Level,Business Administration,2.40 – 3.49,Yes,Agree,Neutral,Strongly Disagree,Agree,Neutral,3 – 4 hours,Rarely,Agree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,More than 4,No,No,Fair,No,Not Applicable,Yes,Yes,0,2.95,4,3,1,4,3,4,4,3,3,2,1,,2,5.0,2,1,0,0,0,1,1,1,2,0.0,0.8,0.6,,0.4,0.8,0.6499999999999999,0.8,0.4,0.2,0.0,0.35000000000000003,0.8,0.6,0.4,0.6
Male,400 Level,Biology,2.40 – 3.49,No,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,1 – 2 hours,Often,Agree,Agree,Neutral,Disagree,Strongly Agree,Disagree,1 – 2,No,No,Good,Yes,5 – 10 hours,No,Yes,1,2.95,2,3,2,2,1,4,4,3,2,5,2,,4,0.0,3,0,0,0,1,0,1,9,1,0.0,0.4,0.2,,0.8,0.6,0.5,0.4,0.4,0.4,0.0,0.30000000000000004,0.8,0.4,1.0,0.7333333333333334
Female,200 Level,Biochemistry,2.40 – 3.49,Yes,Strongly Agree,Neutral,Neutral,Neutral,Neutral,5 – 6 hours,Never,Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,1 – 2,No,No,Fair,No,Not Applicable,No,Yes,0,2.95,5,3,3,3,3,4,4,3,4,2,5,,1,0.0,2,1,0,0,0,0,1,1,1,0.0,0.6,0.6,,0.2,0.0,0.35,1.0,0.4,0.6,0.0,0.5,0.8,0.8,0.4,0.6666666666666666
Female,200 Level,Economics,3.50 – 4.49,Yes,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,3 – 4 hours,Always,Disagree,Agree,Disagree,Neutral,Disagree,Agree,,No,No,Fair,No,Not Applicable,Yes,Yes,0,4.0,3,5,4,4,5,2,4,2,3,2,4,,5,0.0,2,1,0,0,0,1,1,5,0,0.0,0.8,1.0,,1.0,0.19999999999999996,0.75,0.6,0.0,0.8,0.0,0.35,0.4,0.6,0.4,0.4666666666666666
Female,200 Level,Statistics,3.50 – 4.49,No,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,5 – 6 hours,Often,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Disagree,,No,No,Very Good,No,Not Applicable,No,Yes,0,4.0,1,5,4,4,2,3,5,2,2,2,2,,4,0.0,4,0,0,0,0,0,1,9,0,0.0,0.8,0.4,,0.8,0.6,0.65,0.2,0.0,0.8,0.0,0.25,0.6,0.4,0.4,0.4666666666666666
Male,300 Level,Statistics,4.50 – 5.00,Yes,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,3 – 4 hours,Always,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,,No,No,Excellent,No,Not Applicable,Yes,Yes,1,4.75,1,2,2,4,5,1,2,1,2,4,2,,5,0.0,5,1,0,0,0,1,1,9,0,0.0,0.8,1.0,,1.0,0.6,0.85,0.2,0.6,0.4,0.0,0.30000000000000004,0.2,0.4,0.8,0.46666666666666673
Female,300 Level,Software Engineering,4.50 – 5.00,Yes,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,5 – 6 hours,Often,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Agree,3 – 4,No,No,Very Good,Yes,Less than 5 hours,No,Yes,0,4.75,2,5,2,5,5,2,5,3,2,2,4,,4,0.0,4,1,0,0,1,0,1,8,0,2.5,1.0,1.0,,0.8,0.19999999999999996,0.75,0.4,0.0,0.4,0.0625,0.215625,0.4,0.4,0.4,0.4000000000000001
Male,400 Level,Environmental Science,3.50 – 4.49,Yes,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,5 – 6 hours,Often,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Disagree,,No,Yes,Very Good,No,Not Applicable,Yes,Yes,1,4.0,2,5,2,5,4,1,5,4,3,3,2,,4,0.0,4,1,0,1,0,1,1,2,0,0.0,1.0,0.8,,0.8,0.6,0.8,0.4,0.0,0.4,0.0,0.2,0.2,0.6,0.6,0.4666666666666666
Male,400 Level,Food Science and Technology,2.40 – 3.49,Yes,Disagree,Strongly Agree,Strongly Disagree,Disagree,Neutral,5 – 6 hours,Sometimes,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,,No,Yes,Good,No,Not Applicable,No,No,1,2.95,2,5,1,2,3,4,5,5,1,4,4,,3,0.0,3,1,0,1,0,0,0,0,1,0.0,0.4,0.6,,0.6,0.19999999999999996,0.45,0.4,0.0,0.2,0.0,0.15000000000000002,0.8,0.2,0.8,0.6
Female,200 Level,Pab,3.50 – 4.49,No,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,3 – 4 hours,Often,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree,1 – 2,No,No,Very Good,No,Not Applicable,No,Yes,0,4.0,2,5,2,5,4,3,5,3,1,4,1,,4,0.0,4,0,0,0,0,0,1,4,0,0.0,1.0,0.8,,0.8,0.8,0.8500000000000001,0.4,0.0,0.4,0.0,0.2,0.6,0.2,0.8,0.5333333333333333
Female,300 Level,prm,3.50 – 4.49,No,Strongly Disagree,Agree,Neutral,Strongly Agree,Neutral,3 – 4 hours,Sometimes,Agree,Agree,Neutral,Agree,Disagree,Strongly Disagree,,No,No,Excellent,No,Not Applicable,No,Yes,0,4.0,1,4,3,5,3,4,4,3,4,2,1,,3,0.0,5,0,0,0,0,0,1,6,0,0.0,1.0,0.6,,0.6,0.8,0.75,0.2,0.19999999999999996,0.6,0.0,0.25,0.8,0.8,0.4,0.6666666666666666
Male,400 Level,Civil Engineering,3.50 – 4.49,Yes,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,3 – 4 hours,Sometimes,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,,No,No,Good,No,Not Applicable,No,Yes,1,4.0,5,5,2,3,5,1,4,1,2,2,2,,3,0.0,3,1,0,0,0,0,1,0,0,0.0,0.6,1.0,,0.6,0.6,0.7000000000000001,1.0,0.0,0.4,0.0,0.35,0.2,0.4,0.4,0.3333333333333333
Female,200 Level,biochemistry,4.50 – 5.00,No,Neutral,Strongly Agree,Neutral,Neutral,Agree,5 – 6 hours,Always,Disagree,Agree,Disagree,Strongly Agree,Neutral,Disagree,,No,No,Excellent,No,Not Applicable,Yes,Yes,0,4.75,3,5,3,3,4,2,4,2,5,3,2,,5,0.0,5,0,0,0,0,1,1,2,0,0.0,0.6,0.8,,1.0,0.6,0.75,0.6,0.0,0.6,0.0,0.3,0.4,1.0,0.6,0.6666666666666666
Female,400 Level,Environmental Science,4.50 – 5.00,Yes,Neutral,Agree,Strongly Disagree,Agree,Agree,5 – 6 hours,Always,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,,No,No,Excellent,No,Not Applicable,No,No,0,4.75,3,4,1,4,4,4,5,2,2,3,4,,5,0.0,5,1,0,0,0,0,0,2,0,0.0,0.8,0.8,,1.0,0.19999999999999996,0.7,0.6,0.19999999999999996,0.2,0.0,0.25,0.8,0.4,0.6,0.6000000000000001
Male,400 Level,Microbiology,3.50 – 4.49,No,Disagree,Agree,Agree,Neutral,Neutral,5 – 6 hours,Sometimes,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,3 – 4,Yes,No,Good,No,Not Applicable,No,No,1,4.0,2,4,4,3,3,4,5,3,5,2,3,,3,0.0,3,0,1,0,0,0,0,8,2,0.0,0.6,0.6,,0.6,0.4,0.5499999999999999,0.4,0.19999999999999996,0.8,0.0,0.35,0.8,1.0,0.4,0.7333333333333334
Female,200 Level,Library and Information Science,3.50 – 4.49,No,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,3 – 4 hours,Often,Neutral,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,,No,No,Very Good,Yes,Less than 5 hours,No,Yes,0,4.0,2,5,1,5,5,3,4,2,2,1,1,,4,0.0,4,0,0,0,1,0,1,7,0,2.5,1.0,1.0,,0.8,0.8,0.8999999999999999,0.4,0.0,0.2,0.0625,0.16562500000000002,0.6,0.4,0.2,0.39999999999999997
Female,400 Level,AERD,3.50 – 4.49,Yes,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,3 – 4 hours,Often,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Neutral,1 – 2,No,No,Excellent,No,Not Applicable,Yes,Yes,0,4.0,2,4,3,5,5,3,4,3,2,1,3,,4,0.0,5,1,0,0,0,1,1,5,0,0.0,1.0,1.0,,0.8,0.4,0.7999999999999999,0.4,0.19999999999999996,0.6,0.0,0.3,0.6,0.4,0.2,0.39999999999999997
Female,400 Level,Chemistry,3.50 – 4.49,No,Agree,Agree,Disagree,Strongly Agree,Agree,5 – 6 hours,Always,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,,No,No,Good,No,Not Applicable,Yes,Yes,0,4.0,4,4,2,5,4,1,5,2,2,4,2,,5,0.0,3,0,0,0,0,1,1,7,0,0.0,1.0,0.8,,1.0,0.6,0.85,0.8,0.19999999999999996,0.4,0.0,0.35,0.2,0.4,0.8,0.46666666666666673
Female,400 Level,Agricultural Science,4.50 – 5.00,Yes,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,1 – 2 hours,Often,Strongly Agree,Agree,Disagree,Strongly Disagree,Neutral,Disagree,1 – 2,No,No,Excellent,No,Not Applicable,Yes,Yes,0,4.75,2,3,5,4,5,5,4,2,1,3,2,,4,0.0,5,1,0,0,0,1,1,3,0,0.0,0.8,1.0,,0.8,0.6,0.8,0.4,0.4,1.0,0.0,0.45,1.0,0.2,0.6,0.6
Male,300 Level,Biochemistry,4.50 – 5.00,Yes,Neutral,Agree,Agree,Agree,Strongly Agree,3 – 4 hours,Often,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,1 – 2,No,No,Excellent,No,Not Applicable,Yes,Yes,1,4.75,3,4,4,4,5,1,5,3,4,3,1,,4,0.0,5,1,0,0,0,1,1,1,0,0.0,0.8,1.0,,0.8,0.8,0.8500000000000001,0.6,0.19999999999999996,0.8,0.0,0.4,0.2,0.8,0.6,0.5333333333333333
Female,200 Level,Biochemistry,3.50 – 4.49,Yes,Disagree,Agree,Disagree,Agree,Strongly Agree,5 – 6 hours,Often,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,,No,No,Very Good,No,Not Applicable,Yes,Yes,0,4.0,2,4,2,4,5,2,5,3,3,3,2,,4,0.0,4,1,0,0,0,1,1,1,0,0.0,0.8,1.0,,0.8,0.6,0.8,0.4,0.19999999999999996,0.4,0.0,0.25,0.4,0.6,0.6,0.5333333333333333
Male,200 Level,biochemistry,3.50 – 4.49,Yes,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Less than 1 hour,Often,Disagree,Agree,Agree,Strongly Disagree,Neutral,Agree,,No,No,Good,No,Not Applicable,Yes,Yes,1,4.0,4,5,2,4,5,2,4,4,1,3,4,0.5,4,0.0,3,1,0,0,0,1,1,2,0,0.0,0.8,1.0,0.07142857142857142,0.8,0.19999999999999996,0.5742857142857144,0.8,0.0,0.4,0.0,0.30000000000000004,0.4,0.2,0.6,0.4000000000000001
Female,200 Level,mts,4.50 – 5.00,Yes,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,3 – 4 hours,Often,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Disagree,,No,No,Excellent,No,Not Applicable,Yes,Yes,0,4.75,1,5,1,4,5,2,5,2,2,3,2,,4,0.0,5,1,0,0,0,1,1,8,0,0.0,0.8,1.0,,0.8,0.6,0.8,0.2,0.0,0.2,0.0,0.1,0.4,0.4,0.6,0.4666666666666666
Male,200 Level,biochemistry,4.50 – 5.00,No,Disagree,Strongly Agree,Neutral,Neutral,Agree,5 – 6 hours,Always,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,,No,No,Very Good,Yes,11 – 20 hours,No,Yes,1,4.75,2,5,3,3,4,4,5,2,2,4,1,,5,0.0,4,0,0,0,1,0,1,2,0,0.0,0.6,0.8,,1.0,0.8,0.8,0.4,0.0,0.6,0.0,0.25,0.8,0.4,0.8,0.6666666666666666
Female,200 Level,Accounting,3.50 – 4.49,Yes,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,5 – 6 hours,Often,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,3 – 4,No,No,Excellent,No,Not Applicable,Yes,Yes,0,4.0,5,5,1,5,4,3,5,3,3,5,2,,4,0.0,5,1,0,0,0,1,1,1,0,0.0,1.0,0.8,,0.8,0.6,0.8,1.0,0.0,0.2,0.0,0.3,0.6,0.6,1.0,0.7333333333333334
Female,400 Level,Animal Science,4.50 – 5.00,Yes,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,5 – 6 hours,Sometimes,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,,No,No,Good,No,Not Applicable,Yes,Yes,0,4.75,4,5,1,3,5,2,4,1,2,2,1,,3,0.0,3,1,0,0,0,1,1,4,0,0.0,0.6,1.0,,0.6,0.8,0.75,0.8,0.0,0.2,0.0,0.25,0.4,0.4,0.4,0.4000000000000001
Female,200 Level,swe,3.50 – 4.49,Yes,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,3 – 4 hours,Rarely,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Neutral,1 – 2,No,No,Very Good,Yes,Less than 5 hours,No,Yes,0,4.0,4,3,1,5,5,1,4,2,1,4,3,,2,0.0,4,1,0,0,1,0,1,6,0,2.5,1.0,1.0,,0.4,0.4,0.7,0.8,0.4,0.2,0.0625,0.36562500000000003,0.2,0.2,0.8,0.4000000000000001
Female,200 Level,Environmental Science,2.40 – 3.49,No,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,1 – 2 hours,Rarely,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,,No,No,Excellent,No,Not Applicable,No,No,0,2.95,2,2,5,5,4,4,4,4,4,5,2,,2,0.0,5,0,0,0,0,0,0,2,1,0.0,1.0,0.8,,0.4,0.6,0.7000000000000001,0.4,0.6,1.0,0.0,0.5,0.8,0.8,1.0,0.8666666666666667
Female,200 Level,Mechanical Engineering,4.50 – 5.00,Yes,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,More than 6 hours,Always,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,,No,No,Very Good,No,Not Applicable,No,Yes,0,4.75,1,5,4,5,4,2,4,2,1,1,2,7.0,5,0.0,4,1,0,0,0,0,1,5,0,0.0,1.0,0.8,1.0,1.0,0.6,0.8799999999999999,0.2,0.0,0.8,0.0,0.25,0.4,0.2,0.2,0.26666666666666666
Male,400 Level,Biochemistry,3.50 – 4.49,Yes,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,5 – 6 hours,Sometimes,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,1 – 2,No,No,Very Good,No,Not Applicable,Yes,Yes,1,4.0,1,1,4,4,4,4,5,5,2,4,3,,3,0.0,4,1,0,0,0,1,1,1,0,0.0,0.8,0.8,,0.6,0.4,0.65,0.2,0.8,0.8,0.0,0.45,0.8,0.4,0.8,0.6666666666666666
Male,300 Level,Statistics,2.40 – 3.49,Yes,Strongly Agree,Agree,Neutral,Strongly Disagree,Neutral,1 – 2 hours,Sometimes,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,,No,Yes,Poor,Yes,5 – 10 hours,No,Yes,1,2.95,5,4,3,1,3,3,2,1,3,3,3,,3,0.0,1,1,0,1,1,0,1,9,1,0.0,0.2,0.6,,0.6,0.4,0.44999999999999996,1.0,0.19999999999999996,0.6,0.0,0.44999999999999996,0.6,0.6,0.6,0.6
Male,200 Level,Pab,3.50 – 4.49,No,Neutral,Disagree,Disagree,Strongly Agree,Neutral,3 – 4 hours,Always,Strongly Disagree,Strongly Agree,Neutral,Disagree,Agree,Disagree,1 – 2,No,No,Excellent,No,Not Applicable,No,Yes,1,4.0,3,2,2,5,3,1,5,3,2,4,2,,5,0.0,5,0,0,0,0,0,1,4,0,0.0,1.0,0.6,,1.0,0.6,0.8,0.6,0.6,0.4,0.0,0.4,0.2,0.4,0.8,0.46666666666666673
Male,200 Level,BCH,2.40 – 3.49,Yes,Agree,Agree,Neutral,Neutral,Agree,3 – 4 hours,Sometimes,Strongly Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,1 – 2,No,No,Good,No,Not Applicable,Yes,Yes,1,2.95,4,4,3,3,4,5,3,2,4,4,5,,3,0.0,3,1,0,0,0,1,1,3,1,0.0,0.6,0.8,,0.6,0.0,0.5,0.8,0.19999999999999996,0.6,0.0,0.4,1.0,0.8,0.8,0.8666666666666667
Male,300 Level,Mathematics,2.40 – 3.49,Yes,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,3 – 4 hours,Rarely,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,,No,No,Fair,Yes,5 – 10 hours,Yes,Yes,1,2.95,3,4,5,5,4,1,2,5,3,5,4,,2,0.0,2,1,0,0,1,1,1,1,1,0.0,1.0,0.8,,0.4,0.19999999999999996,0.6000000000000001,0.6,0.19999999999999996,1.0,0.0,0.44999999999999996,0.2,0.6,1.0,0.6
Male,200 Level,prm,3.50 – 4.49,Yes,Neutral,Agree,Disagree,Agree,Strongly Agree,1 – 2 hours,Often,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,,No,Yes,Excellent,No,Not Applicable,No,Yes,1,4.0,3,4,2,4,5,2,5,2,3,1,1,,4,0.0,5,1,0,1,0,0,1,6,0,0.0,0.8,1.0,,0.8,0.8,0.8500000000000001,0.6,0.19999999999999996,0.4,0.0,0.3,0.4,0.6,0.2,0.39999999999999997
Female,200 Level,biochemistry,3.50 – 4.49,Yes,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,1 – 2 hours,Always,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,,No,No,Good,No,Not Applicable,Yes,Yes,0,4.0,1,4,2,4,5,1,2,1,2,2,3,,5,0.0,3,1,0,0,0,1,1,2,0,0.0,0.8,1.0,,1.0,0.4,0.7999999999999999,0.2,0.19999999999999996,0.4,0.0,0.2,0.2,0.4,0.4,0.3333333333333333
Female,200 Level,Economics,3.50 – 4.49,Yes,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,More than 6 hours,Sometimes,Agree,Strongly Agree,Disagree,Disagree,Neutral,Disagree,,No,No,Very Good,No,Not Applicable,No,Yes,0,4.0,1,5,4,4,5,4,5,2,2,3,2,7.0,3,0.0,4,1,0,0,0,0,1,5,0,0.0,0.8,1.0,1.0,0.6,0.6,0.8,0.2,0.0,0.8,0.0,0.25,0.8,0.4,0.6,0.6000000000000001
Male,400 Level,Mechanical Engineering,4.50 – 5.00,Yes,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,3 – 4 hours,Often,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,,No,Yes,Excellent,No,Not Applicable,No,Yes,1,4.75,2,5,1,5,5,2,5,1,4,2,2,,4,0.0,5,1,0,1,0,0,1,5,0,0.0,1.0,1.0,,0.8,0.6,0.85,0.4,0.0,0.2,0.0,0.15000000000000002,0.4,0.8,0.4,0.5333333333333333
Male,200 Level,swe,2.40 – 3.49,No,Disagree,Strongly Agree,Agree,Neutral,Disagree,1 – 2 hours,Often,Neutral,Agree,Agree,Agree,Agree,Agree,1 – 2,No,No,Good,Yes,11 – 20 hours,No,Yes,1,2.95,2,5,4,3,2,3,4,4,4,4,4,,4,0.0,3,0,0,0,1,0,1,6,1,0.0,0.6,0.4,,0.8,0.19999999999999996,0.5,0.4,0.0,0.8,0.0,0.30000000000000004,0.6,0.8,0.8,0.7333333333333334
Male,400 Level,Microbiology,4.50 – 5.00,Yes,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,3 – 4 hours,Always,Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,1 – 2,No,No,Very Good,No,Not Applicable,No,Yes,1,4.75,2,5,2,4,5,2,5,1,3,3,1,,5,0.0,4,1,0,0,0,0,1,8,0,0.0,0.8,1.0,,1.0,0.8,0.8999999999999999,0.4,0.0,0.4,0.0,0.2,0.4,0.6,0.6,0.5333333333333333
Female,200 Level,Environmental Science,4.50 – 5.00,Yes,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,3 – 4 hours,Sometimes,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,,No,No,Fair,No,Not Applicable,Yes,Yes,0,4.75,1,5,2,5,4,1,2,2,1,4,2,,3,0.0,2,1,0,0,0,1,1,2,0,0.0,1.0,0.8,,0.6,0.6,0.75,0.2,0.0,0.4,0.0,0.15000000000000002,0.2,0.2,0.8,0.4000000000000001
Male,200 Level,Physics,3.50 – 4.49,No,Neutral,Disagree,Agree,Strongly Disagree,Neutral,5 – 6 hours,Sometimes,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,More than 4,No,No,Fair,No,Not Applicable,Yes,No,1,4.0,3,2,4,1,3,1,5,5,5,5,2,,3,5.0,2,0,0,0,0,1,0,8,2,0.0,0.2,0.6,,0.6,0.6,0.5,0.6,0.6,0.8,0.0,0.5,0.2,1.0,1.0,0.7333333333333334
Male,400 Level,Business Administration,3.50 – 4.49,Yes,Disagree,Agree,Strongly Disagree,Agree,Agree,More than 6 hours,Often,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,3 – 4,No,No,Very Good,No,Not Applicable,Yes,Yes,1,4.0,2,4,1,4,4,5,3,2,1,2,1,7.0,4,0.0,4,1,0,0,0,1,1,1,0,0.0,0.8,0.8,1.0,0.8,0.8,0.8400000000000001,0.4,0.19999999999999996,0.2,0.0,0.2,1.0,0.2,0.4,0.5333333333333333
Male,200 Level,AERD,3.50 – 4.49,Yes,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,1 – 2 hours,Sometimes,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,1 – 2,No,No,Fair,No,Not Applicable,No,Yes,1,4.0,4,5,3,5,5,2,2,4,4,5,4,,3,0.0,2,1,0,0,0,0,1,5,0,0.0,1.0,1.0,,0.6,0.19999999999999996,0.7,0.8,0.0,0.6,0.0,0.35,0.4,0.8,1.0,0.7333333333333334
Female,200 Level,Electrical Engineering,4.50 – 5.00,No,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,3 – 4 hours,Often,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,,No,No,Excellent,No,Not Applicable,No,No,0,4.75,5,4,1,5,4,1,5,2,2,4,4,,4,0.0,5,0,0,0,0,0,0,7,0,0.0,1.0,0.8,,0.8,0.19999999999999996,0.7,1.0,0.19999999999999996,0.2,0.0,0.35,0.2,0.4,0.8,0.46666666666666673
